subscription_id,customer_id,plan_id,billing_cycle,start_date,status,end_date,cancel_reason,current_monthly_value,mrr,auto_renew
S001944,C01944,P_BASIC_M,Monthly,2023-05-28,Active,,,19.0,19,1
S001945,C01945,P_PRO_A,Annual,2023-10-26,Active,,,41.0,41,1
S001946,C01946,P_BASIC_M,Monthly,2024-03-15,Active,,,19.0,19,1
S001947,C01947,P_PRO_M,Monthly,2023-01-02,Active,,,49.0,49,1
S001948,C01948,P_BUS_M,Monthly,2024-09-21,Active,,,99.0,99,1
S001949,C01949,P_PRO_M,Monthly,2023-12-28,Active,,,49.0,49,1
S001950,C01950,P_PRO_A,Annual,2023-09-04,Active,,,41.0,41,0
S001951,C01951,P_PRO_M,Monthly,2024-08-07,Expired,2024-10-06,,49.0,49,0
S001952,C01952,P_PRO_M,Monthly,2024-03-02,Churned,2024-05-31,No Longer Needed,49.0,49,0
S001953,C01953,P_PRO_M,Monthly,2023-07-11,Active,,,49.0,49,0
S001954,C01954,P_PRO_A,Annual,2024-11-11,Churned,2024-12-31,Missing Features,41.0,41,1
S001955,C01955,P_PRO_A,Annual,2024-11-15,Churned,2024-12-31,Switched Competitor,41.0,41,1
S001956,C01956,P_BASIC_M,Monthly,2023-03-29,Active,,,19.0,19,1
S001957,C01957,P_BASIC_M,Monthly,2024-06-20,Churned,2024-11-17,Too Expensive,19.0,19,1
S001958,C01958,P_BUS_M,Monthly,2024-01-05,Expired,2024-12-31,,99.0,99,0
S001959,C01959,P_PRO_M,Monthly,2023-03-11,Active,,,49.0,49,1
S001960,C01960,P_BASIC_A,Annual,2024-06-22,Active,,,16.0,16,0
S001961,C01961,P_BASIC_M,Monthly,2024-07-11,Active,,,19.0,19,0
S001962,C01962,P_PRO_M,Monthly,2024-06-03,Active,,,49.0,49,1
S001963,C01963,P_ENT_A,Annual,2024-06-03,Churned,2024-12-31,Payment Failure,208.0,208,0
S001964,C01964,P_BASIC_M,Monthly,2024-07-21,Churned,2024-12-31,No Longer Needed,19.0,19,1
S001965,C01965,P_BUS_M,Monthly,2023-01-21,Active,,,99.0,99,0
S001966,C01966,P_BUS_M,Monthly,2024-02-04,Active,,,99.0,99,0
S001967,C01967,P_BASIC_A,Annual,2024-04-26,Churned,2024-12-31,Switched Competitor,16.0,16,1
S001968,C01968,P_ENT_A,Annual,2023-02-14,Expired,2023-06-14,,208.0,208,0
S001969,C01969,P_BASIC_A,Annual,2024-10-12,Active,,,41.0,16,1
S001970,C01970,P_BASIC_A,Annual,2024-02-01,Active,,,16.0,16,1
S001971,C01971,P_PRO_M,Monthly,2024-01-18,Expired,2024-10-14,,49.0,49,0
S001972,C01972,P_PRO_M,Monthly,2023-09-17,Churned,2024-04-14,Switched Competitor,49.0,49,1
S001973,C01973,P_BUS_M,Monthly,2023-01-17,Active,,,99.0,99,1
S001974,C01974,P_BUS_M,Monthly,2024-01-01,Churned,2024-01-31,Missing Features,99.0,99,1
S001975,C01975,P_PRO_M,Monthly,2023-03-11,Active,,,49.0,49,0
S001976,C01976,P_BASIC_M,Monthly,2023-12-20,Active,,,19.0,19,1
S001977,C01977,P_ENT_A,Annual,2023-09-04,Churned,2024-01-02,Missing Features,208.0,208,1
S001978,C01978,P_BASIC_M,Monthly,2024-11-03,Churned,2024-12-31,Missing Features,19.0,19,1
S001979,C01979,P_PRO_M,Monthly,2024-10-05,Active,,,49.0,49,1
S001980,C01980,P_BUS_A,Annual,2023-04-17,Active,,,208.0,82,1
S001981,C01981,P_BUS_M,Monthly,2024-08-18,Active,,,99.0,99,1
S001982,C01982,P_PRO_A,Annual,2023-12-07,Active,,,41.0,41,0
S001983,C01983,P_BASIC_M,Monthly,2023-05-17,Churned,2023-07-16,Payment Failure,19.0,19,1
S001984,C01984,P_BASIC_A,Annual,2023-02-15,Expired,2023-12-12,,16.0,16,0
S001985,C01985,P_BUS_M,Monthly,2023-12-27,Churned,2024-12-31,Too Expensive,99.0,99,1
S001986,C01986,P_ENT_M,Monthly,2024-07-13,Churned,2024-12-31,No Longer Needed,249.0,249,0
S001987,C01987,P_BASIC_M,Monthly,2023-12-13,Churned,2024-06-10,No Longer Needed,19.0,19,1
S001988,C01988,P_PRO_A,Annual,2024-10-20,Expired,2024-12-31,,41.0,41,0
S001989,C01989,P_BASIC_M,Monthly,2023-06-29,Active,,,19.0,19,1
S001990,C01990,P_BASIC_A,Annual,2024-04-20,Active,,,16.0,16,1
S001991,C01991,P_PRO_A,Annual,2024-05-05,Churned,2024-10-02,Too Expensive,41.0,41,1
S001992,C01992,P_BASIC_A,Annual,2024-10-08,Active,,,208.0,16,1
S001993,C01993,P_PRO_M,Monthly,2023-07-06,Expired,2024-12-31,,49.0,49,0
S001994,C01994,P_PRO_M,Monthly,2023-05-19,Churned,2023-06-18,Budget Cuts,49.0,49,1
S001995,C01995,P_BUS_M,Monthly,2023-03-06,Churned,2024-10-26,Budget Cuts,99.0,99,1
S001996,C01996,P_BASIC_M,Monthly,2024-04-13,Churned,2024-11-09,Missing Features,19.0,19,0
S001997,C01997,P_ENT_M,Monthly,2023-02-07,Churned,2023-07-07,Payment Failure,249.0,249,1
S001998,C01998,P_BASIC_M,Monthly,2023-10-28,Active,,,19.0,19,0
S001999,C01999,P_ENT_A,Annual,2023-07-26,Churned,2023-08-25,Missing Features,208.0,208,1
S002000,C02000,P_BASIC_M,Monthly,2023-02-14,Churned,2024-07-08,Too Expensive,19.0,19,1
S002001,C02001,P_PRO_M,Monthly,2023-07-24,Active,,,49.0,49,1
S002002,C02002,P_BASIC_M,Monthly,2023-02-12,Active,,,19.0,19,1
S002003,C02003,P_BASIC_A,Annual,2023-11-20,Churned,2024-11-14,Poor Support,16.0,16,1
S002004,C02004,P_BUS_A,Annual,2023-11-14,Active,,,82.0,82,0
S002005,C02005,P_PRO_A,Annual,2024-06-11,Expired,2024-07-11,,41.0,41,0
S002006,C02006,P_BASIC_A,Annual,2024-02-12,Churned,2024-12-31,Technical Issues,16.0,16,1
S002007,C02007,P_BASIC_A,Annual,2024-07-10,Active,,,16.0,16,1
S002008,C02008,P_BASIC_M,Monthly,2024-04-29,Active,,,19.0,19,0
S002009,C02009,P_BASIC_A,Annual,2023-09-17,Active,,,16.0,16,1
S002010,C02010,P_BASIC_M,Monthly,2023-02-07,Churned,2024-05-02,Missing Features,19.0,19,0
S002011,C02011,P_BASIC_M,Monthly,2024-10-24,Active,,,49.0,19,1
S002012,C02012,P_BASIC_M,Monthly,2023-07-15,Expired,2023-12-12,,19.0,19,0
S002013,C02013,P_BUS_A,Annual,2023-10-20,Active,,,82.0,82,1
S002014,C02014,P_BUS_A,Annual,2024-01-01,Active,,,82.0,82,1
S002015,C02015,P_BASIC_M,Monthly,2023-02-18,Expired,2023-06-18,,19.0,19,0
S002016,C02016,P_BUS_M,Monthly,2024-11-02,Active,,,99.0,99,0
S002017,C02017,P_PRO_A,Annual,2023-12-06,Churned,2024-12-31,Too Expensive,41.0,41,1
S002018,C02018,P_PRO_M,Monthly,2023-10-07,Active,,,49.0,49,1
S002019,C02019,P_BASIC_A,Annual,2023-05-08,Active,,,41.0,16,1
S002020,C02020,P_PRO_M,Monthly,2024-01-12,Active,,,49.0,49,1
S002021,C02021,P_BASIC_A,Annual,2024-03-23,Churned,2024-12-31,Payment Failure,16.0,16,0
S002022,C02022,P_BUS_A,Annual,2024-02-14,Active,,,82.0,82,0
S002023,C02023,P_BASIC_M,Monthly,2024-03-26,Active,,,19.0,19,1
S002024,C02024,P_BASIC_A,Annual,2024-01-31,Expired,2024-12-31,,16.0,16,0
S002025,C02025,P_BASIC_A,Annual,2023-12-14,Active,,,16.0,16,0
S002026,C02026,P_PRO_A,Annual,2023-07-11,Active,,,41.0,41,1
S002027,C02027,P_BASIC_A,Annual,2024-05-23,Active,,,16.0,16,1
S002028,C02028,P_ENT_M,Monthly,2024-05-24,Churned,2024-06-23,Payment Failure,249.0,249,1
S002029,C02029,P_BASIC_A,Annual,2024-01-12,Expired,2024-12-31,,16.0,16,0
S002030,C02030,P_PRO_A,Annual,2024-06-15,Active,,,41.0,41,1
S002031,C02031,P_BASIC_A,Annual,2023-10-01,Active,,,16.0,16,0
S002032,C02032,P_BASIC_M,Monthly,2023-03-26,Active,,,19.0,19,1
S002033,C02033,P_BASIC_A,Annual,2024-03-10,Expired,2024-12-31,,16.0,16,0
S002034,C02034,P_PRO_A,Annual,2023-03-22,Churned,2024-12-11,Technical Issues,41.0,41,1
S002035,C02035,P_BASIC_M,Monthly,2024-03-16,Active,,,19.0,19,1
S002036,C02036,P_BASIC_M,Monthly,2024-09-08,Churned,2024-12-31,Missing Features,19.0,19,1
S002037,C02037,P_BUS_A,Annual,2023-07-04,Active,,,82.0,82,1
S002038,C02038,P_BUS_A,Annual,2024-07-12,Churned,2024-12-31,Technical Issues,82.0,82,1
S002039,C02039,P_BASIC_M,Monthly,2023-10-28,Active,,,19.0,19,0
S002040,C02040,P_ENT_M,Monthly,2023-11-25,Active,,,249.0,249,1
S002041,C02041,P_BASIC_M,Monthly,2023-04-16,Active,,,19.0,19,1
S002042,C02042,P_PRO_A,Annual,2023-03-23,Churned,2024-10-13,Missing Features,41.0,41,1
S002043,C02043,P_PRO_M,Monthly,2023-12-02,Active,,,49.0,49,1
S002044,C02044,P_BASIC_M,Monthly,2024-11-07,Expired,2024-12-31,,19.0,19,0
S002045,C02045,P_ENT_A,Annual,2023-10-30,Churned,2024-01-28,No Longer Needed,208.0,208,0
S002046,C02046,P_PRO_A,Annual,2023-11-10,Active,,,82.0,41,1
S002047,C02047,P_BUS_M,Monthly,2024-04-01,Active,,,99.0,99,1
S002048,C02048,P_BASIC_M,Monthly,2024-09-09,Expired,2024-12-31,,19.0,19,0
S002049,C02049,P_PRO_M,Monthly,2024-03-12,Active,,,49.0,49,1
S002050,C02050,P_BASIC_M,Monthly,2023-06-20,Churned,2024-12-31,Too Expensive,19.0,19,1
S002051,C02051,P_PRO_A,Annual,2024-03-30,Expired,2024-12-31,,41.0,41,0
S002052,C02052,P_PRO_A,Annual,2023-12-26,Active,,,41.0,41,1
S002053,C02053,P_BASIC_M,Monthly,2024-04-02,Active,,,99.0,19,1
S002054,C02054,P_PRO_A,Annual,2023-02-13,Churned,2024-07-07,Payment Failure,41.0,41,1
S002055,C02055,P_ENT_A,Annual,2023-12-28,Active,,,208.0,208,0
S002056,C02056,P_PRO_A,Annual,2024-09-21,Active,,,41.0,41,1
S002057,C02057,P_PRO_A,Annual,2024-03-21,Expired,2024-12-31,,41.0,41,0
S002058,C02058,P_PRO_M,Monthly,2023-10-09,Expired,2024-12-31,,49.0,49,0
S002059,C02059,P_BASIC_A,Annual,2024-10-16,Active,,,16.0,16,0
S002060,C02060,P_BASIC_M,Monthly,2023-02-28,Active,,,19.0,19,1
S002061,C02061,P_BASIC_M,Monthly,2023-03-18,Active,,,19.0,19,1
S002062,C02062,P_BASIC_A,Annual,2024-11-18,Churned,2024-12-31,Missing Features,16.0,16,1
S002063,C02063,P_BUS_M,Monthly,2024-10-14,Active,,,99.0,99,1
S002064,C02064,P_PRO_M,Monthly,2024-02-20,Churned,2024-12-31,Poor Support,49.0,49,1
S002065,C02065,P_PRO_M,Monthly,2024-01-08,Churned,2024-12-31,Too Expensive,49.0,49,1
S002066,C02066,P_PRO_A,Annual,2024-06-09,Active,,,82.0,41,0
S002067,C02067,P_BASIC_M,Monthly,2024-11-26,Active,,,19.0,19,1
S002068,C02068,P_BASIC_M,Monthly,2023-06-13,Active,,,19.0,19,1
S002069,C02069,P_BASIC_M,Monthly,2023-02-01,Active,,,99.0,19,1
S002070,C02070,P_PRO_A,Annual,2023-05-27,Churned,2024-12-31,Payment Failure,41.0,41,1
S002071,C02071,P_PRO_M,Monthly,2024-09-14,Churned,2024-12-31,No Longer Needed,49.0,49,1
S002072,C02072,P_BUS_A,Annual,2024-11-25,Churned,2024-12-31,Payment Failure,82.0,82,0
S002073,C02073,P_PRO_M,Monthly,2024-03-24,Churned,2024-12-31,Missing Features,49.0,49,1
S002074,C02074,P_BASIC_A,Annual,2023-02-05,Active,,,16.0,16,0
S002075,C02075,P_PRO_M,Monthly,2023-05-10,Active,,,49.0,49,1
S002076,C02076,P_BASIC_M,Monthly,2023-03-10,Expired,2024-12-31,,19.0,19,0
S002077,C02077,P_PRO_A,Annual,2023-08-30,Active,,,208.0,41,1
S002078,C02078,P_BASIC_A,Annual,2024-10-22,Churned,2024-12-31,Too Expensive,16.0,16,1
S002079,C02079,P_BUS_A,Annual,2024-01-11,Churned,2024-12-31,Missing Features,82.0,82,1
S002080,C02080,P_BASIC_A,Annual,2024-01-06,Active,,,16.0,16,0
S002081,C02081,P_PRO_M,Monthly,2024-01-28,Expired,2024-11-23,,49.0,49,0
S002082,C02082,P_BUS_A,Annual,2024-08-03,Active,,,82.0,82,1
S002083,C02083,P_PRO_M,Monthly,2023-02-03,Active,,,49.0,49,1
S002084,C02084,P_BUS_M,Monthly,2024-09-11,Active,,,99.0,99,0
S002085,C02085,P_BASIC_M,Monthly,2023-06-07,Active,,,19.0,19,1
S002086,C02086,P_BASIC_A,Annual,2024-11-26,Churned,2024-12-31,Missing Features,16.0,16,1
S002087,C02087,P_BASIC_M,Monthly,2024-04-05,Active,,,19.0,19,0
S002088,C02088,P_ENT_A,Annual,2024-01-15,Churned,2024-04-14,Missing Features,208.0,208,1
S002089,C02089,P_BASIC_A,Annual,2024-01-16,Active,,,16.0,16,1
S002090,C02090,P_BASIC_M,Monthly,2024-03-30,Churned,2024-08-27,Poor Support,19.0,19,1
S002091,C02091,P_ENT_M,Monthly,2023-03-20,Active,,,249.0,249,0
S002092,C02092,P_BUS_A,Annual,2024-08-10,Churned,2024-12-31,Too Expensive,82.0,82,1
S002093,C02093,P_PRO_A,Annual,2023-05-21,Active,,,41.0,41,1
S002094,C02094,P_PRO_A,Annual,2024-06-26,Churned,2024-12-31,Too Expensive,41.0,41,1
S002095,C02095,P_PRO_M,Monthly,2024-01-11,Active,,,49.0,49,1
S002096,C02096,P_PRO_M,Monthly,2024-02-12,Active,,,49.0,49,1
S002097,C02097,P_ENT_A,Annual,2023-11-18,Active,,,208.0,208,0
S002098,C02098,P_BASIC_M,Monthly,2024-10-27,Active,,,19.0,19,1
S002099,C02099,P_PRO_M,Monthly,2023-10-13,Active,,,49.0,49,1
S002100,C02100,P_PRO_M,Monthly,2023-09-13,Active,,,49.0,49,0
S002101,C02101,P_PRO_A,Annual,2023-04-27,Active,,,41.0,41,0
S002102,C02102,P_BASIC_A,Annual,2023-01-27,Active,,,16.0,16,1
S002103,C02103,P_BASIC_A,Annual,2023-07-10,Active,,,41.0,16,1
S002104,C02104,P_PRO_M,Monthly,2024-05-26,Churned,2024-12-31,Too Expensive,49.0,49,1
S002105,C02105,P_BUS_A,Annual,2024-06-14,Active,,,82.0,82,0
S002106,C02106,P_PRO_M,Monthly,2024-02-01,Active,,,49.0,49,1
S002107,C02107,P_PRO_A,Annual,2024-07-29,Churned,2024-12-26,Technical Issues,41.0,41,1
S002108,C02108,P_PRO_A,Annual,2023-05-01,Churned,2024-12-31,Too Expensive,41.0,41,1
S002109,C02109,P_BASIC_A,Annual,2023-09-26,Active,,,16.0,16,1
S002110,C02110,P_PRO_M,Monthly,2023-09-24,Expired,2024-10-18,,49.0,49,0
S002111,C02111,P_PRO_A,Annual,2024-04-01,Active,,,41.0,41,1
S002112,C02112,P_BASIC_A,Annual,2023-08-08,Churned,2024-11-30,Technical Issues,16.0,16,1
S002113,C02113,P_BASIC_A,Annual,2024-09-18,Active,,,16.0,16,1
S002114,C02114,P_BASIC_A,Annual,2023-10-20,Active,,,41.0,16,0
S002115,C02115,P_PRO_M,Monthly,2024-05-17,Active,,,99.0,49,1
S002116,C02116,P_BUS_A,Annual,2023-07-24,Active,,,82.0,82,0
S002117,C02117,P_BASIC_M,Monthly,2023-05-06,Active,,,19.0,19,0
S002118,C02118,P_BASIC_A,Annual,2023-05-19,Active,,,41.0,16,1
S002119,C02119,P_PRO_M,Monthly,2023-03-17,Active,,,49.0,49,0
S002120,C02120,P_PRO_A,Annual,2024-04-07,Active,,,41.0,41,1
S002121,C02121,P_BUS_A,Annual,2023-06-26,Active,,,82.0,82,0
S002122,C02122,P_PRO_A,Annual,2024-03-31,Active,,,41.0,41,0
S002123,C02123,P_BASIC_A,Annual,2023-03-31,Churned,2023-09-27,Too Expensive,16.0,16,1
S002124,C02124,P_ENT_M,Monthly,2024-11-29,Active,,,249.0,249,1
S002125,C02125,P_BASIC_A,Annual,2023-11-24,Active,,,16.0,16,1
S002126,C02126,P_BASIC_A,Annual,2024-11-14,Churned,2024-12-31,Poor Support,16.0,16,1
S002127,C02127,P_BASIC_M,Monthly,2023-12-22,Churned,2024-09-17,Technical Issues,19.0,19,1
S002128,C02128,P_BUS_A,Annual,2023-03-08,Active,,,82.0,82,1
S002129,C02129,P_BASIC_A,Annual,2024-07-17,Active,,,16.0,16,0
S002130,C02130,P_ENT_M,Monthly,2024-07-09,Active,,,249.0,249,1
S002131,C02131,P_BASIC_A,Annual,2023-10-25,Active,,,16.0,16,0
S002132,C02132,P_PRO_M,Monthly,2023-11-04,Active,,,99.0,49,1
S002133,C02133,P_BASIC_M,Monthly,2023-06-11,Active,,,19.0,19,1
S002134,C02134,P_ENT_A,Annual,2024-10-15,Active,,,208.0,208,0
S002135,C02135,P_PRO_M,Monthly,2023-06-28,Active,,,49.0,49,1
S002136,C02136,P_BASIC_M,Monthly,2024-01-06,Active,,,19.0,19,1
S002137,C02137,P_BUS_M,Monthly,2024-06-04,Churned,2024-10-02,Switched Competitor,99.0,99,1
S002138,C02138,P_PRO_M,Monthly,2023-08-18,Churned,2023-12-16,Payment Failure,49.0,49,1
S002139,C02139,P_BASIC_M,Monthly,2023-05-05,Active,,,19.0,19,0
S002140,C02140,P_BASIC_A,Annual,2023-07-25,Active,,,16.0,16,1
S002141,C02141,P_PRO_A,Annual,2023-05-23,Active,,,41.0,41,0
S002142,C02142,P_BASIC_M,Monthly,2023-08-31,Active,,,19.0,19,1
S002143,C02143,P_PRO_A,Annual,2024-05-20,Churned,2024-10-17,Budget Cuts,41.0,41,1
S002144,C02144,P_BASIC_A,Annual,2023-01-27,Active,,,16.0,16,1
S002145,C02145,P_BASIC_M,Monthly,2024-01-05,Active,,,19.0,19,1
S002146,C02146,P_PRO_M,Monthly,2024-07-21,Expired,2024-12-31,,49.0,49,0
S002147,C02147,P_PRO_M,Monthly,2024-08-09,Expired,2024-12-31,,49.0,49,0
S002148,C02148,P_BASIC_A,Annual,2024-01-13,Active,,,82.0,16,1
S002149,C02149,P_BUS_M,Monthly,2024-04-23,Churned,2024-12-31,Payment Failure,99.0,99,1
S002150,C02150,P_BUS_A,Annual,2024-07-18,Churned,2024-12-31,Technical Issues,82.0,82,1
S002151,C02151,P_PRO_M,Monthly,2023-05-13,Active,,,99.0,49,1
S002152,C02152,P_PRO_M,Monthly,2024-09-18,Active,,,99.0,49,1
S002153,C02153,P_PRO_A,Annual,2023-03-30,Active,,,41.0,41,1
S002154,C02154,P_PRO_M,Monthly,2023-03-09,Active,,,49.0,49,1
S002155,C02155,P_BASIC_M,Monthly,2023-11-13,Active,,,19.0,19,0
S002156,C02156,P_PRO_A,Annual,2024-02-12,Active,,,41.0,41,0
S002157,C02157,P_BASIC_A,Annual,2024-05-05,Churned,2024-12-31,Too Expensive,16.0,16,1
S002158,C02158,P_ENT_M,Monthly,2024-06-22,Active,,,249.0,249,1
S002159,C02159,P_PRO_M,Monthly,2024-02-25,Churned,2024-12-31,Budget Cuts,49.0,49,1
S002160,C02160,P_BASIC_M,Monthly,2024-02-24,Active,,,19.0,19,1
S002161,C02161,P_BASIC_A,Annual,2024-08-11,Active,,,16.0,16,1
S002162,C02162,P_BASIC_M,Monthly,2023-03-17,Active,,,19.0,19,1
S002163,C02163,P_BASIC_A,Annual,2023-05-09,Active,,,16.0,16,1
S002164,C02164,P_BASIC_M,Monthly,2023-11-21,Active,,,49.0,19,1
S002165,C02165,P_BASIC_M,Monthly,2024-10-19,Active,,,19.0,19,1
S002166,C02166,P_PRO_M,Monthly,2023-03-17,Expired,2024-03-11,,49.0,49,0
S002167,C02167,P_BASIC_A,Annual,2024-04-05,Active,,,82.0,16,1
S002168,C02168,P_BASIC_A,Annual,2024-04-22,Expired,2024-12-31,,16.0,16,0
S002169,C02169,P_BASIC_A,Annual,2024-11-27,Active,,,16.0,16,1
S002170,C02170,P_BUS_M,Monthly,2024-06-13,Churned,2024-08-12,Switched Competitor,99.0,99,1
S002171,C02171,P_BASIC_A,Annual,2023-12-19,Churned,2024-12-31,Missing Features,16.0,16,1
S002172,C02172,P_BASIC_M,Monthly,2023-05-12,Churned,2024-09-03,Technical Issues,19.0,19,1
S002173,C02173,P_BASIC_A,Annual,2024-07-18,Active,,,41.0,16,1
S002174,C02174,P_PRO_M,Monthly,2024-10-17,Expired,2024-12-31,,49.0,49,0
S002175,C02175,P_PRO_A,Annual,2024-08-24,Active,,,41.0,41,0
S002176,C02176,P_BUS_A,Annual,2023-07-06,Churned,2024-12-31,Poor Support,82.0,82,1
S002177,C02177,P_BASIC_M,Monthly,2023-05-13,Active,,,19.0,19,1
S002178,C02178,P_PRO_M,Monthly,2024-03-19,Active,,,49.0,49,1
S002179,C02179,P_BASIC_M,Monthly,2024-05-29,Churned,2024-12-31,Payment Failure,19.0,19,1
S002180,C02180,P_BASIC_A,Annual,2023-02-26,Expired,2024-09-18,,16.0,16,0
S002181,C02181,P_PRO_A,Annual,2023-05-08,Expired,2023-06-07,,41.0,41,0
S002182,C02182,P_BASIC_M,Monthly,2024-06-14,Churned,2024-12-31,Switched Competitor,19.0,19,1
S002183,C02183,P_BASIC_A,Annual,2023-06-06,Active,,,16.0,16,1
S002184,C02184,P_PRO_M,Monthly,2023-11-08,Active,,,49.0,49,1
S002185,C02185,P_BUS_A,Annual,2023-06-18,Active,,,82.0,82,1
S002186,C02186,P_PRO_M,Monthly,2023-06-15,Active,,,49.0,49,1
S002187,C02187,P_BASIC_A,Annual,2023-11-27,Churned,2024-12-31,Too Expensive,16.0,16,1
S002188,C02188,P_BUS_M,Monthly,2023-08-19,Active,,,99.0,99,0
S002189,C02189,P_BASIC_M,Monthly,2023-12-21,Expired,2024-09-16,,19.0,19,0
S002190,C02190,P_PRO_M,Monthly,2024-06-15,Active,,,99.0,49,1
S002191,C02191,P_BASIC_M,Monthly,2023-10-18,Churned,2024-07-14,Technical Issues,19.0,19,1
S002192,C02192,P_BUS_M,Monthly,2023-03-22,Expired,2023-08-19,,99.0,99,0
S002193,C02193,P_BASIC_A,Annual,2023-09-14,Active,,,16.0,16,0
S002194,C02194,P_BASIC_A,Annual,2023-07-21,Active,,,208.0,16,1
S002195,C02195,P_BUS_A,Annual,2024-10-12,Churned,2024-12-31,Too Expensive,82.0,82,1
S002196,C02196,P_BASIC_M,Monthly,2024-07-18,Active,,,19.0,19,1
S002197,C02197,P_BASIC_M,Monthly,2023-10-09,Active,,,49.0,19,1
S002198,C02198,P_PRO_M,Monthly,2023-05-09,Active,,,49.0,49,1
S002199,C02199,P_PRO_M,Monthly,2024-10-02,Churned,2024-12-31,Missing Features,49.0,49,1
S002200,C02200,P_BASIC_M,Monthly,2023-11-07,Expired,2024-12-01,,19.0,19,0
S002201,C02201,P_BUS_A,Annual,2024-09-21,Churned,2024-12-31,Payment Failure,82.0,82,1
S002202,C02202,P_BASIC_A,Annual,2024-06-30,Active,,,16.0,16,0
S002203,C02203,P_BASIC_A,Annual,2023-04-06,Active,,,16.0,16,1
S002204,C02204,P_BASIC_M,Monthly,2024-05-29,Active,,,249.0,19,1
S002205,C02205,P_PRO_M,Monthly,2024-10-18,Active,,,49.0,49,1
S002206,C02206,P_PRO_A,Annual,2023-06-22,Active,,,41.0,41,1
S002207,C02207,P_BASIC_M,Monthly,2024-08-29,Expired,2024-12-31,,19.0,19,0
S002208,C02208,P_PRO_M,Monthly,2024-08-17,Active,,,49.0,49,1
S002209,C02209,P_BASIC_M,Monthly,2023-06-07,Active,,,19.0,19,1
S002210,C02210,P_BASIC_M,Monthly,2023-06-25,Expired,2024-10-17,,19.0,19,0
S002211,C02211,P_PRO_M,Monthly,2024-11-05,Churned,2024-12-31,Payment Failure,49.0,49,0
S002212,C02212,P_BASIC_A,Annual,2024-10-01,Churned,2024-12-31,Too Expensive,16.0,16,1
S002213,C02213,P_PRO_M,Monthly,2024-09-11,Churned,2024-12-31,No Longer Needed,49.0,49,1
S002214,C02214,P_BASIC_M,Monthly,2023-12-12,Active,,,19.0,19,1
S002215,C02215,P_PRO_M,Monthly,2024-07-31,Churned,2024-12-31,Switched Competitor,49.0,49,1
S002216,C02216,P_PRO_M,Monthly,2023-02-12,Churned,2024-11-03,No Longer Needed,49.0,49,0
S002217,C02217,P_BASIC_M,Monthly,2023-01-30,Active,,,19.0,19,0
S002218,C02218,P_ENT_A,Annual,2023-03-25,Expired,2023-12-20,,208.0,208,0
S002219,C02219,P_PRO_M,Monthly,2023-02-16,Active,,,249.0,49,1
S002220,C02220,P_PRO_M,Monthly,2024-10-18,Expired,2024-12-31,,49.0,49,0
S002221,C02221,P_PRO_A,Annual,2024-08-13,Churned,2024-12-31,Payment Failure,41.0,41,0
S002222,C02222,P_BASIC_M,Monthly,2023-09-29,Active,,,19.0,19,1
S002223,C02223,P_PRO_M,Monthly,2024-10-28,Active,,,49.0,49,0
S002224,C02224,P_PRO_M,Monthly,2023-08-04,Active,,,49.0,49,1
S002225,C02225,P_PRO_A,Annual,2024-08-08,Churned,2024-12-31,Budget Cuts,41.0,41,1
S002226,C02226,P_BASIC_M,Monthly,2024-03-02,Active,,,19.0,19,1
S002227,C02227,P_PRO_M,Monthly,2024-09-24,Churned,2024-12-31,Payment Failure,49.0,49,0
S002228,C02228,P_BUS_M,Monthly,2024-10-16,Churned,2024-12-31,Switched Competitor,99.0,99,1
S002229,C02229,P_BUS_M,Monthly,2023-02-01,Active,,,99.0,99,1
S002230,C02230,P_BASIC_M,Monthly,2024-05-24,Expired,2024-12-31,,19.0,19,0
S002231,C02231,P_BUS_A,Annual,2024-10-04,Churned,2024-12-31,No Longer Needed,82.0,82,1
S002232,C02232,P_BASIC_M,Monthly,2024-07-12,Active,,,19.0,19,0
S002233,C02233,P_ENT_M,Monthly,2023-10-24,Active,,,249.0,249,1
S002234,C02234,P_PRO_M,Monthly,2024-10-19,Active,,,49.0,49,1
S002235,C02235,P_PRO_M,Monthly,2023-11-06,Active,,,49.0,49,1
S002236,C02236,P_PRO_M,Monthly,2024-05-09,Active,,,49.0,49,0
S002237,C02237,P_PRO_A,Annual,2023-09-08,Churned,2023-12-07,Too Expensive,41.0,41,1
S002238,C02238,P_BASIC_A,Annual,2024-02-20,Active,,,16.0,16,1
S002239,C02239,P_ENT_M,Monthly,2023-11-01,Active,,,249.0,249,1
S002240,C02240,P_BASIC_A,Annual,2024-04-09,Active,,,82.0,16,1
S002241,C02241,P_BASIC_M,Monthly,2023-03-16,Churned,2024-04-09,Switched Competitor,19.0,19,1
S002242,C02242,P_PRO_A,Annual,2023-03-03,Active,,,41.0,41,0
S002243,C02243,P_PRO_M,Monthly,2023-06-11,Active,,,49.0,49,1
S002244,C02244,P_PRO_A,Annual,2024-03-26,Expired,2024-12-31,,41.0,41,0
S002245,C02245,P_BUS_A,Annual,2024-03-01,Churned,2024-07-29,Technical Issues,82.0,82,1
S002246,C02246,P_BASIC_M,Monthly,2024-05-10,Active,,,19.0,19,1
S002247,C02247,P_BUS_M,Monthly,2024-04-20,Churned,2024-12-31,Poor Support,99.0,99,1
S002248,C02248,P_BUS_M,Monthly,2023-07-28,Churned,2024-09-20,Too Expensive,99.0,99,1
