customer_id,signup_date,region,segment,acquisition_channel,country_age_days
C02020,2024-01-12,Europe,Enterprise,Direct,354
C02021,2024-03-23,Europe,SMB,Paid Ads,283
C02022,2024-02-14,Europe,SMB,Partner,321
C02023,2024-03-26,Europe,SMB,Organic Search,280
C02024,2024-01-31,North America,Startup,Paid Ads,335
C02025,2023-12-14,North America,Mid-Market,Paid Ads,383
C02026,2023-07-11,North America,SMB,Referral,539
C02027,2024-05-23,Europe,SMB,Paid Ads,222
C02028,2024-05-24,Middle East & Africa,SMB,Organic Search,221
C02029,2024-01-12,North America,Mid-Market,Partner,354
C02030,2024-06-15,North America,Mid-Market,Organic Search,199
C02031,2023-10-01,Europe,Enterprise,Paid Ads,457
C02032,2023-03-26,Europe,SMB,Partner,646
C02033,2024-03-10,North America,Startup,Organic Search,296
C02034,2023-03-22,Latin America,SMB,Partner,650
C02035,2024-03-16,North America,Startup,Organic Search,290
C02036,2024-09-08,North America,Mid-Market,Organic Search,114
C02037,2023-07-04,North America,Startup,Social,546
C02038,2024-07-12,North America,Startup,Referral,172
C02039,2023-10-28,North America,Mid-Market,Referral,430
C02040,2023-11-25,Middle East & Africa,SMB,Referral,402
C02041,2023-04-16,North America,SMB,Organic Search,625
C02042,2023-03-23,Middle East & Africa,Enterprise,Partner,649
C02043,2023-12-02,Europe,SMB,Organic Search,395
C02044,2024-11-07,North America,SMB,Partner,54
C02045,2023-10-30,Europe,SMB,Organic Search,428
C02046,2023-11-10,North America,SMB,Social,417
C02047,2024-04-01,Europe,Enterprise,Paid Ads,274
C02048,2024-09-09,North America,SMB,Direct,113
C02049,2024-03-12,Asia Pacific,SMB,Paid Ads,294
C02050,2023-06-20,Europe,Mid-Market,Social,560
C02051,2024-03-30,Europe,Mid-Market,Organic Search,276
C02052,2023-12-26,North America,SMB,Organic Search,371
C02053,2024-04-02,Asia Pacific,Mid-Market,Organic Search,273
C02054,2023-02-13,Latin America,SMB,Paid Ads,687
C02055,2023-12-28,North America,SMB,Organic Search,369
C02056,2024-09-21,Europe,SMB,Social,101
C02057,2024-03-21,North America,SMB,Organic Search,285
C02058,2023-10-09,Europe,SMB,Direct,449
C02059,2024-10-16,Europe,Mid-Market,Referral,76
C02060,2023-02-28,North America,SMB,Paid Ads,672
C02061,2023-03-18,Europe,SMB,Organic Search,654
C02062,2024-11-18,Middle East & Africa,SMB,Direct,43
C02063,2024-10-14,Asia Pacific,SMB,Organic Search,78
C02064,2024-02-20,North America,Mid-Market,Referral,315
C02065,2024-01-08,Asia Pacific,Startup,Referral,358
C02066,2024-06-09,North America,SMB,Direct,205
C02067,2024-11-26,North America,SMB,Partner,35
C02068,2023-06-13,Europe,Startup,Referral,567
C02069,2023-02-01,North America,Startup,Organic Search,699
C02070,2023-05-27,North America,SMB,Organic Search,584
C02071,2024-09-14,Europe,SMB,Paid Ads,108
C02072,2024-11-25,North America,Enterprise,Direct,36
C02073,2024-03-24,North America,SMB,Paid Ads,282
C02074,2023-02-05,North America,Enterprise,Partner,695
C02075,2023-05-10,North America,SMB,Organic Search,601
C02076,2023-03-10,Europe,SMB,Social,662
C02077,2023-08-30,Asia Pacific,SMB,Referral,489
C02078,2024-10-22,Latin America,Mid-Market,Organic Search,70
C02079,2024-01-11,North America,Enterprise,Referral,355
C02080,2024-01-06,Asia Pacific,Startup,Direct,360
C02081,2024-01-28,Latin America,SMB,Referral,338
C02082,2024-08-03,Asia Pacific,Enterprise,Referral,150
C02083,2023-02-03,North America,Enterprise,Partner,697
C02084,2024-09-11,North America,Mid-Market,Organic Search,111
C02085,2023-06-07,North America,SMB,Paid Ads,573
C02086,2024-11-26,Europe,Mid-Market,Referral,35
C02087,2024-04-05,Latin America,SMB,Organic Search,270
C02088,2024-01-15,Latin America,SMB,Social,351
C02089,2024-01-16,Latin America,Mid-Market,Social,350
C02090,2024-03-30,North America,SMB,Referral,276
C02091,2023-03-20,North America,Startup,Organic Search,652
C02092,2024-08-10,Europe,Mid-Market,Referral,143
C02093,2023-05-21,North America,SMB,Direct,590
C02094,2024-06-26,North America,Enterprise,Referral,188
C02095,2024-01-11,Asia Pacific,Mid-Market,Organic Search,355
C02096,2024-02-12,Europe,Startup,Paid Ads,323
C02097,2023-11-18,Middle East & Africa,Mid-Market,Organic Search,409
C02098,2024-10-27,North America,Startup,Paid Ads,65
C02099,2023-10-13,Latin America,Startup,Paid Ads,445
C02100,2023-09-13,North America,Mid-Market,Paid Ads,475
C02101,2023-04-27,Asia Pacific,SMB,Paid Ads,614
C02102,2023-01-27,Asia Pacific,SMB,Paid Ads,704
C02103,2023-07-10,North America,SMB,Referral,540
C02104,2024-05-26,Asia Pacific,SMB,Referral,219
C02105,2024-06-14,Asia Pacific,SMB,Organic Search,200
C02106,2024-02-01,Middle East & Africa,Mid-Market,Referral,334
C02107,2024-07-29,Europe,SMB,Referral,155
C02108,2023-05-01,Europe,Mid-Market,Paid Ads,610
C02109,2023-09-26,North America,SMB,Social,462
C02110,2023-09-24,Europe,Mid-Market,Organic Search,464
C02111,2024-04-01,North America,Mid-Market,Referral,274
C02112,2023-08-08,Europe,SMB,Partner,511
C02113,2024-09-18,North America,SMB,Paid Ads,104
C02114,2023-10-20,North America,SMB,Referral,438
C02115,2024-05-17,Asia Pacific,Enterprise,Paid Ads,228
C02116,2023-07-24,North America,SMB,Social,526
C02117,2023-05-06,Europe,Mid-Market,Organic Search,605
C02118,2023-05-19,Europe,SMB,Referral,592
C02119,2023-03-17,Latin America,Startup,Referral,655
C02120,2024-04-07,Europe,Startup,Referral,268
C02121,2023-06-26,North America,Mid-Market,Organic Search,554
C02122,2024-03-31,Europe,Mid-Market,Referral,275
C02123,2023-03-31,North America,SMB,Paid Ads,641
C02124,2024-11-29,Latin America,Mid-Market,Paid Ads,32
C02125,2023-11-24,Middle East & Africa,Startup,Organic Search,403
C02126,2024-11-14,North America,Mid-Market,Direct,47
C02127,2023-12-22,Middle East & Africa,Startup,Referral,375
C02128,2023-03-08,Europe,SMB,Organic Search,664
C02129,2024-07-17,Europe,Mid-Market,Referral,167
C02130,2024-07-09,Asia Pacific,SMB,Referral,175
C02131,2023-10-25,North America,SMB,Partner,433
C02132,2023-11-04,Asia Pacific,Startup,Organic Search,423
C02133,2023-06-11,Europe,SMB,Paid Ads,569
C02134,2024-10-15,Latin America,Mid-Market,Direct,77
C02135,2023-06-28,North America,Startup,Organic Search,552
C02136,2024-01-06,Latin America,SMB,Paid Ads,360
C02137,2024-06-04,Europe,Startup,Organic Search,210
C02138,2023-08-18,North America,Startup,Paid Ads,501
C02139,2023-05-05,North America,SMB,Paid Ads,606
C02140,2023-07-25,Latin America,Enterprise,Paid Ads,525
C02141,2023-05-23,Middle East & Africa,Mid-Market,Organic Search,588
C02142,2023-08-31,North America,SMB,Organic Search,488
C02143,2024-05-20,Middle East & Africa,Enterprise,Organic Search,225
C02144,2023-01-27,Europe,Mid-Market,Social,704
C02145,2024-01-05,Latin America,Mid-Market,Partner,361
C02146,2024-07-21,Europe,Mid-Market,Organic Search,163
C02147,2024-08-09,North America,Mid-Market,Organic Search,144
C02148,2024-01-13,North America,Mid-Market,Organic Search,353
C02149,2024-04-23,Europe,Mid-Market,Social,252
C02150,2024-07-18,Europe,SMB,Referral,166
C02151,2023-05-13,Latin America,Startup,Paid Ads,598
C02152,2024-09-18,North America,Startup,Organic Search,104
C02153,2023-03-30,Europe,SMB,Organic Search,642
C02154,2023-03-09,North America,SMB,Referral,663
C02155,2023-11-13,Middle East & Africa,SMB,Direct,414
C02156,2024-02-12,North America,Mid-Market,Organic Search,323
C02157,2024-05-05,Middle East & Africa,Enterprise,Referral,240
C02158,2024-06-22,Asia Pacific,Mid-Market,Social,192
C02159,2024-02-25,Asia Pacific,Startup,Paid Ads,310
C02160,2024-02-24,North America,Mid-Market,Organic Search,311
C02161,2024-08-11,Europe,Mid-Market,Referral,142
C02162,2023-03-17,North America,SMB,Paid Ads,655
C02163,2023-05-09,Middle East & Africa,SMB,Paid Ads,602
C02164,2023-11-21,Asia Pacific,Mid-Market,Organic Search,406
C02165,2024-10-19,Europe,SMB,Social,73
C02166,2023-03-17,North America,SMB,Organic Search,655
C02167,2024-04-05,North America,Enterprise,Organic Search,270
C02168,2024-04-22,North America,Mid-Market,Organic Search,253
C02169,2024-11-27,North America,Enterprise,Partner,34
C02170,2024-06-13,Latin America,Startup,Referral,201
C02171,2023-12-19,North America,Enterprise,Direct,378
C02172,2023-05-12,Asia Pacific,Mid-Market,Organic Search,599
C02173,2024-07-18,Latin America,Mid-Market,Social,166
C02174,2024-10-17,North America,SMB,Organic Search,75
C02175,2024-08-24,Asia Pacific,SMB,Organic Search,129
C02176,2023-07-06,Middle East & Africa,SMB,Direct,544
C02177,2023-05-13,North America,Enterprise,Referral,598
C02178,2024-03-19,Latin America,Startup,Organic Search,287
C02179,2024-05-29,North America,SMB,Referral,216
C02180,2023-02-26,Latin America,Mid-Market,Referral,674
C02181,2023-05-08,North America,Enterprise,Social,603
C02182,2024-06-14,North America,Mid-Market,Organic Search,200
C02183,2023-06-06,Europe,Mid-Market,Organic Search,574
C02184,2023-11-08,Europe,SMB,Referral,419
C02185,2023-06-18,Europe,SMB,Partner,562
C02186,2023-06-15,Asia Pacific,SMB,Organic Search,565
C02187,2023-11-27,Asia Pacific,Startup,Organic Search,400
C02188,2023-08-19,North America,SMB,Referral,500
C02189,2023-12-21,North America,SMB,Referral,376
C02190,2024-06-15,Europe,SMB,Paid Ads,199
C02191,2023-10-18,Europe,SMB,Organic Search,440
C02192,2023-03-22,Latin America,SMB,Partner,650
C02193,2023-09-14,Latin America,SMB,Paid Ads,474
C02194,2023-07-21,Europe,Startup,Social,529
C02195,2024-10-12,Asia Pacific,SMB,Referral,80
C02196,2024-07-18,Europe,Mid-Market,Organic Search,166
C02197,2023-10-09,North America,Enterprise,Paid Ads,449
C02198,2023-05-09,North America,SMB,Direct,602
C02199,2024-10-02,Asia Pacific,SMB,Organic Search,90
C02200,2023-11-07,North America,Startup,Referral,420
C02201,2024-09-21,Europe,Mid-Market,Paid Ads,101
C02202,2024-06-30,Asia Pacific,Mid-Market,Organic Search,184
C02203,2023-04-06,North America,Mid-Market,Social,635
C02204,2024-05-29,North America,Startup,Partner,216
C02205,2024-10-18,North America,SMB,Organic Search,74
C02206,2023-06-22,Asia Pacific,SMB,Paid Ads,558
C02207,2024-08-29,Europe,Mid-Market,Organic Search,124
C02208,2024-08-17,Europe,Mid-Market,Referral,136
C02209,2023-06-07,Asia Pacific,SMB,Direct,573
C02210,2023-06-25,Asia Pacific,Mid-Market,Referral,555
C02211,2024-11-05,Europe,SMB,Referral,56
C02212,2024-10-01,Europe,Mid-Market,Paid Ads,91
C02213,2024-09-11,Latin America,Mid-Market,Organic Search,111
C02214,2023-12-12,Europe,Enterprise,Partner,385
C02215,2024-07-31,Europe,Startup,Organic Search,153
C02216,2023-02-12,Europe,Startup,Direct,688
C02217,2023-01-30,Asia Pacific,Startup,Organic Search,701
C02218,2023-03-25,Latin America,SMB,Organic Search,647
C02219,2023-02-16,North America,SMB,Organic Search,684
C02220,2024-10-18,North America,SMB,Organic Search,74
C02221,2024-08-13,Europe,SMB,Paid Ads,140
C02222,2023-09-29,Asia Pacific,Startup,Partner,459
C02223,2024-10-28,North America,Mid-Market,Organic Search,64
C02224,2023-08-04,North America,SMB,Direct,515
C02225,2024-08-08,North America,SMB,Organic Search,145
C02226,2024-03-02,Latin America,Mid-Market,Organic Search,304
C02227,2024-09-24,Europe,Mid-Market,Referral,98
C02228,2024-10-16,North America,Startup,Paid Ads,76
C02229,2023-02-01,Asia Pacific,SMB,Paid Ads,699
C02230,2024-05-24,North America,Mid-Market,Organic Search,221
C02231,2024-10-04,Asia Pacific,SMB,Referral,88
C02232,2024-07-12,Asia Pacific,Mid-Market,Partner,172
C02233,2023-10-24,Asia Pacific,SMB,Direct,434
C02234,2024-10-19,North America,Mid-Market,Partner,73
C02235,2023-11-06,North America,SMB,Paid Ads,421
C02236,2024-05-09,Asia Pacific,Startup,Referral,236
C02237,2023-09-08,Asia Pacific,Startup,Organic Search,480
C02238,2024-02-20,North America,Mid-Market,Direct,315
C02239,2023-11-01,Latin America,SMB,Organic Search,426
C02240,2024-04-09,Europe,SMB,Organic Search,266
C02241,2023-03-16,Asia Pacific,SMB,Direct,656
C02242,2023-03-03,Europe,Mid-Market,Organic Search,669
C02243,2023-06-11,North America,SMB,Social,569
C02244,2024-03-26,Asia Pacific,Mid-Market,Organic Search,280
C02245,2024-03-01,Middle East & Africa,SMB,Organic Search,305
C02246,2024-05-10,Europe,Startup,Organic Search,235
C02247,2024-04-20,North America,Startup,Organic Search,255
C02248,2023-07-28,North America,Mid-Market,Direct,522
C02249,2023-12-15,Europe,Startup,Referral,382
C02250,2024-09-13,North America,Startup,Paid Ads,109
C02251,2023-05-28,North America,Mid-Market,Paid Ads,583
C02252,2023-11-17,North America,SMB,Paid Ads,410
C02253,2023-11-23,Latin America,Mid-Market,Social,404
C02254,2023-12-20,North America,SMB,Organic Search,377
C02255,2024-02-13,North America,SMB,Partner,322
C02256,2023-05-14,Latin America,Startup,Organic Search,597
C02257,2024-01-15,Latin America,SMB,Organic Search,351
C02258,2024-06-11,Latin America,Mid-Market,Organic Search,203
C02259,2024-07-29,Europe,SMB,Partner,155
C02260,2023-04-19,Europe,Startup,Organic Search,622
C02261,2023-11-23,North America,Mid-Market,Paid Ads,404
C02262,2023-09-05,North America,Mid-Market,Direct,483
C02263,2024-04-22,Middle East & Africa,Enterprise,Direct,253
C02264,2023-05-06,Europe,Enterprise,Paid Ads,605
C02265,2023-10-01,North America,SMB,Paid Ads,457
C02266,2024-04-05,North America,Startup,Paid Ads,270
C02267,2023-09-11,North America,Mid-Market,Organic Search,477
C02268,2023-05-25,North America,SMB,Paid Ads,586
C02269,2023-04-10,Europe,Enterprise,Partner,631
C02270,2023-02-21,Europe,SMB,Paid Ads,679
C02271,2023-10-25,Asia Pacific,SMB,Organic Search,433
C02272,2024-01-29,Asia Pacific,Mid-Market,Organic Search,337
C02273,2024-09-22,North America,Startup,Direct,100
C02274,2024-03-04,Asia Pacific,Mid-Market,Referral,302
C02275,2023-09-12,Middle East & Africa,Startup,Organic Search,476
C02276,2023-06-13,Asia Pacific,SMB,Organic Search,567
C02277,2023-12-02,Asia Pacific,SMB,Social,395
C02278,2024-08-14,North America,Mid-Market,Direct,139
C02279,2023-11-17,Latin America,SMB,Paid Ads,410
C02280,2023-07-14,Europe,SMB,Social,536
C02281,2023-06-13,Latin America,SMB,Organic Search,567
C02282,2024-05-25,North America,Startup,Organic Search,220
C02283,2024-06-11,Europe,SMB,Referral,203
C02284,2024-04-23,North America,SMB,Social,252
C02285,2024-05-25,Latin America,Enterprise,Organic Search,220
C02286,2023-11-12,North America,Mid-Market,Organic Search,415
C02287,2024-05-24,Latin America,Mid-Market,Organic Search,221
C02288,2023-01-24,Latin America,Startup,Organic Search,707
C02289,2023-04-03,Europe,SMB,Paid Ads,638
C02290,2024-02-07,North America,Mid-Market,Social,328
C02291,2024-06-01,Europe,SMB,Referral,213
C02292,2024-04-13,North America,Startup,Paid Ads,262
C02293,2023-09-04,North America,SMB,Partner,484
C02294,2023-08-09,North America,Enterprise,Organic Search,510
C02295,2024-08-20,North America,Mid-Market,Social,133
C02296,2023-12-28,Middle East & Africa,SMB,Paid Ads,369
C02297,2023-02-19,North America,Mid-Market,Paid Ads,681
C02298,2023-02-21,Latin America,Startup,Paid Ads,679
C02299,2023-10-16,Europe,Startup,Direct,442
C02300,2024-05-21,North America,SMB,Paid Ads,224
C02301,2024-09-03,North America,SMB,Organic Search,119
C02302,2024-10-31,Europe,SMB,Organic Search,61
C02303,2024-11-19,North America,Enterprise,Direct,42
C02304,2024-04-26,Europe,SMB,Social,249
C02305,2023-10-20,North America,SMB,Organic Search,438
C02306,2024-07-03,North America,SMB,Direct,181
C02307,2023-01-09,Europe,SMB,Social,722
C02308,2023-04-21,North America,SMB,Referral,620
C02309,2024-03-17,Europe,SMB,Paid Ads,289
C02310,2023-05-18,Europe,Mid-Market,Referral,593
C02311,2023-09-28,North America,SMB,Paid Ads,460
C02312,2024-01-10,North America,Startup,Paid Ads,356
C02313,2024-02-17,North America,Enterprise,Paid Ads,318
C02314,2024-01-10,North America,Enterprise,Direct,356
C02315,2023-02-16,Asia Pacific,SMB,Referral,684
C02316,2024-02-15,Asia Pacific,SMB,Organic Search,320
C02317,2023-02-22,Latin America,SMB,Partner,678
C02318,2024-08-06,Europe,SMB,Organic Search,147
C02319,2024-07-29,Asia Pacific,SMB,Referral,155
C02320,2023-07-19,Asia Pacific,Mid-Market,Social,531
C02321,2024-01-07,Europe,SMB,Social,359
C02322,2024-07-20,Europe,SMB,Organic Search,164
C02323,2023-10-23,Latin America,SMB,Referral,435
C02324,2023-03-17,Europe,SMB,Referral,655
C02325,2024-01-31,North America,SMB,Referral,335
C02326,2024-05-31,Europe,Mid-Market,Direct,214
C02327,2024-04-06,Asia Pacific,SMB,Organic Search,269
C02328,2024-07-17,Europe,Startup,Direct,167
C02329,2023-10-14,Latin America,SMB,Paid Ads,444
C02330,2024-09-30,Europe,SMB,Organic Search,92
C02331,2024-11-27,Middle East & Africa,SMB,Organic Search,34
C02332,2024-09-17,North America,Startup,Referral,105
C02333,2023-05-02,Asia Pacific,Startup,Paid Ads,609
C02334,2023-05-12,Europe,SMB,Organic Search,599
C02335,2023-04-10,Latin America,Enterprise,Paid Ads,631
C02336,2024-02-08,North America,Mid-Market,Organic Search,327
C02337,2024-01-18,North America,SMB,Organic Search,348
C02338,2023-12-14,Asia Pacific,SMB,Organic Search,383
C02339,2024-07-25,Europe,Startup,Organic Search,159
C02340,2024-01-10,North America,SMB,Partner,356
C02341,2023-05-28,Europe,Enterprise,Social,583
C02342,2023-07-23,Asia Pacific,Mid-Market,Paid Ads,527
C02343,2024-09-08,North America,Startup,Paid Ads,114
C02344,2024-06-05,North America,Mid-Market,Organic Search,209
C02345,2024-02-16,Europe,Mid-Market,Paid Ads,319
C02346,2024-05-27,Latin America,SMB,Paid Ads,218
C02347,2023-02-11,Europe,Mid-Market,Partner,689
C02348,2023-02-16,North America,Mid-Market,Organic Search,684
C02349,2023-02-09,Middle East & Africa,SMB,Partner,691
C02350,2023-05-21,North America,SMB,Paid Ads,590
C02351,2023-12-08,Latin America,Mid-Market,Social,389
C02352,2024-04-30,Europe,Mid-Market,Organic Search,245
C02353,2024-06-15,Asia Pacific,SMB,Direct,199
C02354,2024-04-12,Latin America,Startup,Referral,263
C02355,2023-06-02,Asia Pacific,Enterprise,Organic Search,578
C02356,2024-09-12,Europe,SMB,Paid Ads,110
C02357,2024-06-11,North America,SMB,Paid Ads,203
C02358,2023-05-24,Europe,Mid-Market,Organic Search,587
C02359,2023-12-02,Europe,SMB,Referral,395
C02360,2024-09-19,Europe,Mid-Market,Partner,103
C02361,2023-11-23,North America,Enterprise,Paid Ads,404
C02362,2023-06-16,Europe,Mid-Market,Organic Search,564
C02363,2024-02-07,Asia Pacific,Mid-Market,Paid Ads,328
C02364,2024-09-23,North America,SMB,Social,99
C02365,2023-11-03,Asia Pacific,SMB,Paid Ads,424
C02366,2024-08-30,Europe,Enterprise,Organic Search,123
C02367,2023-12-11,North America,Startup,Organic Search,386
C02368,2024-06-03,North America,Startup,Referral,211
C02369,2024-06-05,North America,SMB,Organic Search,209
C02370,2024-06-29,North America,Startup,Paid Ads,185
C02371,2024-05-16,Asia Pacific,Startup,Paid Ads,229
C02372,2024-07-30,North America,Mid-Market,Direct,154
C02373,2023-11-03,Asia Pacific,SMB,Referral,424
C02374,2024-05-01,Europe,Startup,Organic Search,244
C02375,2023-01-18,Europe,Startup,Paid Ads,713
C02376,2024-01-13,Europe,SMB,Organic Search,353
C02377,2023-12-06,North America,Startup,Organic Search,391
C02378,2024-11-20,Europe,Mid-Market,Organic Search,41
C02379,2023-04-23,Europe,Mid-Market,Direct,618
C02380,2024-03-02,Europe,Mid-Market,Organic Search,304
C02381,2024-08-20,Middle East & Africa,SMB,Partner,133
C02382,2023-11-12,North America,Startup,Partner,415
C02383,2024-10-06,Asia Pacific,SMB,Paid Ads,86
C02384,2023-01-28,Europe,Enterprise,Organic Search,703
C02385,2024-09-03,Middle East & Africa,Startup,Organic Search,119
C02386,2024-04-30,Asia Pacific,Mid-Market,Paid Ads,245
C02387,2023-09-29,North America,Mid-Market,Partner,459
C02388,2024-11-02,Europe,Mid-Market,Referral,59
C02389,2024-08-15,Asia Pacific,SMB,Direct,138
C02390,2024-08-14,Europe,SMB,Organic Search,139
C02391,2023-08-22,Europe,Startup,Paid Ads,497
C02392,2023-02-22,Asia Pacific,SMB,Paid Ads,678
C02393,2024-08-20,Middle East & Africa,Enterprise,Organic Search,133
C02394,2024-05-06,Europe,SMB,Paid Ads,239
C02395,2023-06-24,Asia Pacific,Enterprise,Organic Search,556
C02396,2024-06-20,Latin America,Mid-Market,Paid Ads,194
C02397,2024-10-06,Europe,Mid-Market,Referral,86
C02398,2024-09-26,Europe,Mid-Market,Organic Search,96
C02399,2024-01-25,Asia Pacific,Mid-Market,Organic Search,341
C02400,2023-06-01,Asia Pacific,Startup,Social,579
C02401,2024-11-28,North America,SMB,Paid Ads,33
C02402,2023-09-06,North America,Startup,Organic Search,482
C02403,2023-02-02,North America,SMB,Paid Ads,698
C02404,2024-08-09,Asia Pacific,Mid-Market,Organic Search,144
C02405,2023-04-23,North America,Mid-Market,Organic Search,618
C02406,2023-07-15,Europe,Mid-Market,Partner,535
C02407,2023-01-20,Middle East & Africa,Startup,Social,711
C02408,2024-03-27,North America,SMB,Paid Ads,279
C02409,2023-11-18,Latin America,Startup,Direct,409
C02410,2024-03-04,North America,Startup,Paid Ads,302
C02411,2023-06-05,North America,SMB,Organic Search,575
C02412,2024-02-27,Europe,SMB,Paid Ads,308
C02413,2023-07-28,Europe,Startup,Referral,522
C02414,2024-02-25,Europe,Enterprise,Direct,310
C02415,2024-05-28,North America,Mid-Market,Organic Search,217
C02416,2024-09-18,North America,Mid-Market,Direct,104
C02417,2024-04-27,North America,Enterprise,Direct,248
C02418,2023-03-05,Latin America,SMB,Direct,667
C02419,2023-05-22,North America,Mid-Market,Organic Search,589
C02420,2024-06-15,North America,Mid-Market,Paid Ads,199
C02421,2023-08-01,North America,SMB,Referral,518
C02422,2024-07-28,North America,Enterprise,Organic Search,156
C02423,2023-11-29,North America,SMB,Paid Ads,398
C02424,2024-11-09,North America,SMB,Social,52
C02425,2024-05-04,Europe,SMB,Paid Ads,241
C02426,2024-06-22,Latin America,SMB,Organic Search,192
C02427,2024-01-21,Asia Pacific,Mid-Market,Referral,345
C02428,2023-11-18,North America,SMB,Referral,409
C02429,2023-06-27,North America,Mid-Market,Referral,553
C02430,2024-04-15,North America,Startup,Direct,260
C02431,2024-06-29,Asia Pacific,SMB,Organic Search,185
C02432,2023-12-17,Europe,SMB,Social,380
C02433,2024-07-13,North America,Mid-Market,Paid Ads,171
C02434,2023-12-29,Europe,SMB,Paid Ads,368
C02435,2024-11-23,North America,Startup,Organic Search,38
C02436,2024-11-28,Latin America,Enterprise,Organic Search,33
C02437,2024-10-20,Asia Pacific,SMB,Social,72
C02438,2023-09-28,Europe,SMB,Paid Ads,460
C02439,2024-09-16,North America,Startup,Organic Search,106
C02440,2024-05-10,Asia Pacific,SMB,Social,235
C02441,2023-07-16,North America,Mid-Market,Paid Ads,534
C02442,2023-09-10,Asia Pacific,SMB,Organic Search,478
C02443,2023-10-13,North America,Mid-Market,Organic Search,445
C02444,2024-07-25,Europe,SMB,Direct,159
C02445,2023-11-02,Middle East & Africa,Mid-Market,Paid Ads,425
C02446,2023-08-19,North America,SMB,Organic Search,500
C02447,2023-11-01,Asia Pacific,Mid-Market,Social,426
C02448,2023-10-23,North America,Mid-Market,Paid Ads,435
C02449,2023-08-01,Europe,SMB,Paid Ads,518
C02450,2024-05-15,Europe,Mid-Market,Social,230
C02451,2023-11-21,North America,SMB,Paid Ads,406
C02452,2024-05-06,Europe,SMB,Partner,239
C02453,2023-12-24,Middle East & Africa,Startup,Organic Search,373
C02454,2024-07-27,Latin America,Mid-Market,Paid Ads,157
C02455,2023-10-08,Europe,Enterprise,Paid Ads,450
C02456,2023-10-22,North America,Mid-Market,Referral,436
C02457,2023-05-05,North America,Startup,Referral,606
C02458,2024-08-10,Europe,SMB,Referral,143
C02459,2024-11-23,North America,SMB,Referral,38
C02460,2024-07-10,Europe,Mid-Market,Organic Search,174
C02461,2024-01-24,Europe,SMB,Social,342
C02462,2024-02-09,Europe,Mid-Market,Paid Ads,326
C02463,2023-12-20,North America,Startup,Organic Search,377
C02464,2023-05-30,Europe,Mid-Market,Organic Search,581
C02465,2023-10-25,Asia Pacific,Mid-Market,Organic Search,433
C02466,2023-02-13,North America,SMB,Direct,687
C02467,2023-10-22,Asia Pacific,SMB,Organic Search,436
C02468,2023-03-22,Asia Pacific,Mid-Market,Paid Ads,650
C02469,2023-12-21,North America,SMB,Referral,376
C02470,2024-03-28,Middle East & Africa,SMB,Referral,278
C02471,2024-11-02,Europe,SMB,Organic Search,59
C02472,2023-09-20,Asia Pacific,Mid-Market,Referral,468
C02473,2024-05-05,North America,SMB,Organic Search,240
C02474,2023-08-08,Asia Pacific,SMB,Referral,511
C02475,2023-07-26,North America,SMB,Paid Ads,524
C02476,2024-07-05,North America,SMB,Paid Ads,179
C02477,2023-10-05,Asia Pacific,Mid-Market,Organic Search,453
C02478,2024-07-29,Europe,SMB,Organic Search,155
C02479,2023-10-06,North America,Startup,Organic Search,452
C02480,2023-05-21,North America,SMB,Organic Search,590
C02481,2023-04-22,Europe,SMB,Organic Search,619
C02482,2024-09-22,Europe,SMB,Partner,100
C02483,2024-08-23,Europe,SMB,Referral,130
C02484,2023-09-03,North America,Mid-Market,Paid Ads,485
C02485,2023-09-06,North America,Mid-Market,Direct,482
C02486,2023-02-21,Middle East & Africa,Mid-Market,Paid Ads,679
C02487,2024-11-16,North America,SMB,Paid Ads,45
C02488,2024-06-27,North America,Startup,Paid Ads,187
C02489,2023-08-20,North America,SMB,Direct,499
C02490,2024-10-15,Asia Pacific,Mid-Market,Paid Ads,77
C02491,2023-08-27,Asia Pacific,SMB,Direct,492
C02492,2023-02-23,Europe,SMB,Paid Ads,677
C02493,2023-04-13,Asia Pacific,SMB,Direct,628
C02494,2024-02-28,Europe,SMB,Organic Search,307
C02495,2023-12-05,Europe,Mid-Market,Paid Ads,392
C02496,2024-04-28,Asia Pacific,SMB,Social,247
C02497,2023-04-13,Europe,Enterprise,Organic Search,628
C02498,2024-11-28,North America,SMB,Referral,33
C02499,2023-05-21,Latin America,SMB,Organic Search,590
C02500,2023-01-06,Latin America,SMB,Referral,725
C02501,2024-07-17,Europe,Enterprise,Organic Search,167
C02502,2023-06-11,North America,Mid-Market,Social,569
C02503,2024-02-21,Europe,SMB,Referral,314
C02504,2024-10-30,Middle East & Africa,Enterprise,Social,62
C02505,2024-05-02,North America,SMB,Referral,243
C02506,2024-05-03,Asia Pacific,SMB,Organic Search,242
C02507,2024-10-28,Asia Pacific,SMB,Paid Ads,64
C02508,2023-07-24,Europe,Mid-Market,Partner,526
C02509,2023-10-22,North America,Mid-Market,Referral,436
C02510,2023-11-25,Europe,Mid-Market,Organic Search,402
C02511,2023-10-20,North America,SMB,Organic Search,438
C02512,2024-10-23,Europe,Enterprise,Partner,69
C02513,2023-03-02,Asia Pacific,SMB,Paid Ads,670
C02514,2023-04-02,North America,SMB,Organic Search,639
C02515,2024-10-29,Europe,Startup,Organic Search,63
C02516,2024-08-10,North America,Enterprise,Organic Search,143
C02517,2023-08-26,Asia Pacific,Mid-Market,Social,493
