renewal_id,subscription_id,customer_id,renewal_date,plan_id,renewed,mrr
RN013943,S002355,C02355,2024-02-27,P_BASIC_M,1,19
RN013944,S002355,C02355,2024-03-28,P_BASIC_M,0,19
RN013945,S002355,C02355,2024-04-27,P_BASIC_M,1,19
RN013946,S002355,C02355,2024-05-27,P_BASIC_M,1,19
RN013947,S002355,C02355,2024-06-26,P_BASIC_M,1,19
RN013948,S002355,C02355,2024-07-26,P_BASIC_M,1,19
RN013949,S002355,C02355,2024-08-25,P_BASIC_M,1,19
RN013950,S002355,C02355,2024-09-24,P_BASIC_M,1,19
RN013951,S002355,C02355,2024-10-24,P_BASIC_M,1,19
RN013952,S002355,C02355,2024-11-23,P_BASIC_M,1,19
RN013953,S002355,C02355,2024-12-23,P_BASIC_M,1,19
RN013954,S002359,C02359,2024-01-01,P_PRO_M,1,49
RN013955,S002359,C02359,2024-01-31,P_PRO_M,1,49
RN013956,S002359,C02359,2024-03-01,P_PRO_M,1,49
RN013957,S002359,C02359,2024-03-31,P_PRO_M,1,49
RN013958,S002359,C02359,2024-04-30,P_PRO_M,0,49
RN013959,S002359,C02359,2024-05-30,P_PRO_M,1,49
RN013960,S002359,C02359,2024-06-29,P_PRO_M,1,49
RN013961,S002359,C02359,2024-07-29,P_PRO_M,1,49
RN013962,S002359,C02359,2024-08-28,P_PRO_M,1,49
RN013963,S002359,C02359,2024-09-27,P_PRO_M,0,49
RN013964,S002359,C02359,2024-10-27,P_PRO_M,0,49
RN013965,S002359,C02359,2024-11-26,P_PRO_M,1,49
RN013966,S002359,C02359,2024-12-26,P_PRO_M,0,49
RN013967,S002360,C02360,2024-10-19,P_BUS_M,1,99
RN013968,S002360,C02360,2024-11-18,P_BUS_M,1,99
RN013969,S002360,C02360,2024-12-18,P_BUS_M,1,99
RN013970,S002361,C02361,2023-12-23,P_BASIC_M,1,19
RN013971,S002361,C02361,2024-01-22,P_BASIC_M,1,19
RN013972,S002361,C02361,2024-02-21,P_BASIC_M,1,19
RN013973,S002361,C02361,2024-03-22,P_BASIC_M,1,19
RN013974,S002361,C02361,2024-04-21,P_BASIC_M,1,19
RN013975,S002361,C02361,2024-05-21,P_BASIC_M,1,19
RN013976,S002361,C02361,2024-06-20,P_BASIC_M,1,19
RN013977,S002361,C02361,2024-07-20,P_BASIC_M,1,19
RN013978,S002361,C02361,2024-08-19,P_BASIC_M,1,19
RN013979,S002361,C02361,2024-09-18,P_BASIC_M,1,19
RN013980,S002361,C02361,2024-10-18,P_BASIC_M,1,19
RN013981,S002361,C02361,2024-11-17,P_BASIC_M,1,19
RN013982,S002361,C02361,2024-12-17,P_BASIC_M,1,19
RN013983,S002362,C02362,2023-07-16,P_BASIC_M,0,19
RN013984,S002362,C02362,2023-08-15,P_BASIC_M,0,19
RN013985,S002366,C02366,2024-09-29,P_BASIC_M,1,19
RN013986,S002366,C02366,2024-10-29,P_BASIC_M,1,19
RN013987,S002366,C02366,2024-11-28,P_BASIC_M,1,19
RN013988,S002366,C02366,2024-12-28,P_BASIC_M,0,19
RN013989,S002367,C02367,2024-01-10,P_BASIC_M,1,19
RN013990,S002367,C02367,2024-02-09,P_BASIC_M,1,19
RN013991,S002367,C02367,2024-03-10,P_BASIC_M,1,19
RN013992,S002367,C02367,2024-04-09,P_BASIC_M,1,19
RN013993,S002367,C02367,2024-05-09,P_BASIC_M,1,19
RN013994,S002367,C02367,2024-06-08,P_BASIC_M,1,19
RN013995,S002367,C02367,2024-07-08,P_BASIC_M,1,19
RN013996,S002367,C02367,2024-08-07,P_BASIC_M,1,19
RN013997,S002367,C02367,2024-09-06,P_BASIC_M,1,19
RN013998,S002367,C02367,2024-10-06,P_BASIC_M,1,19
RN013999,S002367,C02367,2024-11-05,P_BASIC_M,1,19
RN014000,S002367,C02367,2024-12-05,P_BASIC_M,1,19
RN014001,S002368,C02368,2024-07-03,P_PRO_M,1,49
RN014002,S002368,C02368,2024-08-02,P_PRO_M,1,49
RN014003,S002368,C02368,2024-09-01,P_PRO_M,1,49
RN014004,S002368,C02368,2024-10-01,P_PRO_M,0,49
RN014005,S002368,C02368,2024-10-31,P_PRO_M,0,49
RN014006,S002371,C02371,2024-06-15,P_BASIC_M,1,19
RN014007,S002371,C02371,2024-07-15,P_BASIC_M,1,19
RN014008,S002371,C02371,2024-08-14,P_BASIC_M,1,19
RN014009,S002371,C02371,2024-09-13,P_BASIC_M,1,19
RN014010,S002371,C02371,2024-10-13,P_BASIC_M,1,19
RN014011,S002371,C02371,2024-11-12,P_BASIC_M,1,19
RN014012,S002371,C02371,2024-12-12,P_BASIC_M,1,19
RN014013,S002372,C02372,2024-08-29,P_PRO_M,1,49
RN014014,S002372,C02372,2024-09-28,P_PRO_M,1,49
RN014015,S002372,C02372,2024-10-28,P_PRO_M,1,49
RN014016,S002372,C02372,2024-11-27,P_PRO_M,1,49
RN014017,S002372,C02372,2024-12-27,P_PRO_M,1,49
RN014018,S002373,C02373,2023-12-03,P_BUS_M,1,99
RN014019,S002373,C02373,2024-01-02,P_BUS_M,1,99
RN014020,S002373,C02373,2024-02-01,P_BUS_M,1,99
RN014021,S002373,C02373,2024-03-02,P_BUS_M,1,99
RN014022,S002373,C02373,2024-04-01,P_BUS_M,1,99
RN014023,S002373,C02373,2024-05-01,P_BUS_M,1,99
RN014024,S002373,C02373,2024-05-31,P_BUS_M,1,99
RN014025,S002373,C02373,2024-06-30,P_BUS_M,1,99
RN014026,S002373,C02373,2024-07-30,P_BUS_M,1,99
RN014027,S002373,C02373,2024-08-29,P_BUS_M,1,99
RN014028,S002373,C02373,2024-09-28,P_BUS_M,1,99
RN014029,S002373,C02373,2024-10-28,P_BUS_M,0,99
RN014030,S002373,C02373,2024-11-27,P_BUS_M,1,99
RN014031,S002373,C02373,2024-12-27,P_BUS_M,0,99
RN014032,S002374,C02374,2024-05-31,P_BASIC_M,1,19
RN014033,S002374,C02374,2024-06-30,P_BASIC_M,1,19
RN014034,S002374,C02374,2024-07-30,P_BASIC_M,0,19
RN014035,S002374,C02374,2024-08-29,P_BASIC_M,0,19
RN014036,S002375,C02375,2024-01-18,P_BUS_A,0,82
RN014037,S002377,C02377,2024-12-05,P_PRO_A,1,41
RN014038,S002378,C02378,2024-12-20,P_BASIC_M,1,19
RN014039,S002379,C02379,2023-05-23,P_BUS_M,1,99
RN014040,S002379,C02379,2023-06-22,P_BUS_M,1,99
RN014041,S002379,C02379,2023-07-22,P_BUS_M,1,99
RN014042,S002379,C02379,2023-08-21,P_BUS_M,1,99
RN014043,S002379,C02379,2023-09-20,P_BUS_M,1,99
RN014044,S002379,C02379,2023-10-20,P_BUS_M,1,99
RN014045,S002379,C02379,2023-11-19,P_BUS_M,1,99
RN014046,S002379,C02379,2023-12-19,P_BUS_M,1,99
RN014047,S002379,C02379,2024-01-18,P_BUS_M,1,99
RN014048,S002379,C02379,2024-02-17,P_BUS_M,1,99
RN014049,S002379,C02379,2024-03-18,P_BUS_M,1,99
RN014050,S002379,C02379,2024-04-17,P_BUS_M,1,99
RN014051,S002379,C02379,2024-05-17,P_BUS_M,1,99
RN014052,S002379,C02379,2024-06-16,P_BUS_M,0,99
RN014053,S002379,C02379,2024-07-16,P_BUS_M,0,99
RN014054,S002381,C02381,2024-09-19,P_PRO_M,0,49
RN014055,S002381,C02381,2024-10-19,P_PRO_M,1,49
RN014056,S002381,C02381,2024-11-18,P_PRO_M,1,49
RN014057,S002381,C02381,2024-12-18,P_PRO_M,0,49
RN014058,S002382,C02382,2023-12-12,P_BASIC_M,1,19
RN014059,S002382,C02382,2024-01-11,P_BASIC_M,1,19
RN014060,S002382,C02382,2024-02-10,P_BASIC_M,1,19
RN014061,S002382,C02382,2024-03-11,P_BASIC_M,1,19
RN014062,S002382,C02382,2024-04-10,P_BASIC_M,1,19
RN014063,S002382,C02382,2024-05-10,P_BASIC_M,1,19
RN014064,S002382,C02382,2024-06-09,P_BASIC_M,1,19
RN014065,S002382,C02382,2024-07-09,P_BASIC_M,1,19
RN014066,S002382,C02382,2024-08-08,P_BASIC_M,1,19
RN014067,S002382,C02382,2024-09-07,P_BASIC_M,1,19
RN014068,S002382,C02382,2024-10-07,P_BASIC_M,1,19
RN014069,S002382,C02382,2024-11-06,P_BASIC_M,1,19
RN014070,S002382,C02382,2024-12-06,P_BASIC_M,1,19
RN014071,S002383,C02383,2024-11-05,P_BASIC_M,0,19
RN014072,S002383,C02383,2024-12-05,P_BASIC_M,0,19
RN014073,S002384,C02384,2024-01-28,P_BUS_A,0,82
RN014074,S002387,C02387,2023-10-29,P_PRO_M,1,49
RN014075,S002387,C02387,2023-11-28,P_PRO_M,1,49
RN014076,S002387,C02387,2023-12-28,P_PRO_M,1,49
RN014077,S002387,C02387,2024-01-27,P_PRO_M,1,49
RN014078,S002387,C02387,2024-02-26,P_PRO_M,1,49
RN014079,S002387,C02387,2024-03-27,P_PRO_M,1,49
RN014080,S002387,C02387,2024-04-26,P_PRO_M,0,49
RN014081,S002387,C02387,2024-05-26,P_PRO_M,1,49
RN014082,S002387,C02387,2024-06-25,P_PRO_M,1,49
RN014083,S002387,C02387,2024-07-25,P_PRO_M,1,49
RN014084,S002387,C02387,2024-08-24,P_PRO_M,1,49
RN014085,S002387,C02387,2024-09-23,P_PRO_M,1,49
RN014086,S002387,C02387,2024-10-23,P_PRO_M,1,49
RN014087,S002387,C02387,2024-11-22,P_PRO_M,1,49
RN014088,S002387,C02387,2024-12-22,P_PRO_M,1,49
RN014089,S002390,C02390,2024-09-13,P_BASIC_M,0,19
RN014090,S002390,C02390,2024-10-13,P_BASIC_M,1,19
RN014091,S002390,C02390,2024-11-12,P_BASIC_M,1,19
RN014092,S002390,C02390,2024-12-12,P_BASIC_M,1,19
RN014093,S002391,C02391,2023-09-21,P_BASIC_M,1,19
RN014094,S002391,C02391,2023-10-21,P_BASIC_M,1,19
RN014095,S002391,C02391,2023-11-20,P_BASIC_M,1,19
RN014096,S002391,C02391,2023-12-20,P_BASIC_M,1,19
RN014097,S002391,C02391,2024-01-19,P_BASIC_M,1,19
RN014098,S002391,C02391,2024-02-18,P_BASIC_M,1,19
RN014099,S002391,C02391,2024-03-19,P_BASIC_M,1,19
RN014100,S002391,C02391,2024-04-18,P_BASIC_M,1,19
RN014101,S002391,C02391,2024-05-18,P_BASIC_M,1,19
RN014102,S002391,C02391,2024-06-17,P_BASIC_M,1,19
RN014103,S002391,C02391,2024-07-17,P_BASIC_M,1,19
RN014104,S002391,C02391,2024-08-16,P_BASIC_M,1,19
RN014105,S002391,C02391,2024-09-15,P_BASIC_M,0,19
RN014106,S002391,C02391,2024-10-15,P_BASIC_M,1,19
RN014107,S002391,C02391,2024-11-14,P_BASIC_M,0,19
RN014108,S002391,C02391,2024-12-14,P_BASIC_M,1,19
RN014109,S002395,C02395,2023-07-24,P_BASIC_M,1,19
RN014110,S002395,C02395,2023-08-23,P_BASIC_M,0,19
RN014111,S002395,C02395,2023-09-22,P_BASIC_M,1,19
RN014112,S002395,C02395,2023-10-22,P_BASIC_M,1,19
RN014113,S002395,C02395,2023-11-21,P_BASIC_M,1,19
RN014114,S002395,C02395,2023-12-21,P_BASIC_M,1,19
RN014115,S002395,C02395,2024-01-20,P_BASIC_M,1,19
RN014116,S002395,C02395,2024-02-19,P_BASIC_M,1,19
RN014117,S002395,C02395,2024-03-20,P_BASIC_M,1,19
RN014118,S002395,C02395,2024-04-19,P_BASIC_M,1,19
RN014119,S002395,C02395,2024-05-19,P_BASIC_M,1,19
RN014120,S002395,C02395,2024-06-18,P_BASIC_M,1,19
RN014121,S002395,C02395,2024-07-18,P_BASIC_M,1,19
RN014122,S002395,C02395,2024-08-17,P_BASIC_M,1,19
RN014123,S002395,C02395,2024-09-16,P_BASIC_M,1,19
RN014124,S002395,C02395,2024-10-16,P_BASIC_M,1,19
RN014125,S002395,C02395,2024-11-15,P_BASIC_M,1,19
RN014126,S002395,C02395,2024-12-15,P_BASIC_M,1,19
RN014127,S002398,C02398,2024-10-26,P_ENT_M,0,249
RN014128,S002400,C02400,2024-05-31,P_BASIC_A,1,16
RN014129,S002401,C02401,2024-12-28,P_PRO_M,0,49
RN014130,S002402,C02402,2023-10-06,P_PRO_M,1,49
RN014131,S002402,C02402,2023-11-05,P_PRO_M,1,49
RN014132,S002402,C02402,2023-12-05,P_PRO_M,1,49
RN014133,S002402,C02402,2024-01-04,P_PRO_M,1,49
RN014134,S002402,C02402,2024-02-03,P_PRO_M,1,49
RN014135,S002402,C02402,2024-03-04,P_PRO_M,1,49
RN014136,S002402,C02402,2024-04-03,P_PRO_M,1,49
RN014137,S002402,C02402,2024-05-03,P_PRO_M,1,49
RN014138,S002402,C02402,2024-06-02,P_PRO_M,1,49
RN014139,S002402,C02402,2024-07-02,P_PRO_M,1,49
RN014140,S002402,C02402,2024-08-01,P_PRO_M,1,49
RN014141,S002402,C02402,2024-08-31,P_PRO_M,1,49
RN014142,S002402,C02402,2024-09-30,P_PRO_M,0,49
RN014143,S002402,C02402,2024-10-30,P_PRO_M,0,49
RN014144,S002402,C02402,2024-11-29,P_PRO_M,1,49
RN014145,S002402,C02402,2024-12-29,P_PRO_M,1,49
RN014146,S002403,C02403,2024-02-02,P_PRO_A,0,41
RN014147,S002404,C02404,2024-09-08,P_BASIC_M,0,19
RN014148,S002404,C02404,2024-10-08,P_BASIC_M,1,19
RN014149,S002404,C02404,2024-11-07,P_BASIC_M,1,19
RN014150,S002404,C02404,2024-12-07,P_BASIC_M,1,19
RN014151,S002405,C02405,2023-05-23,P_BASIC_M,1,19
RN014152,S002405,C02405,2023-06-22,P_BASIC_M,0,19
RN014153,S002405,C02405,2023-07-22,P_BASIC_M,0,19
RN014154,S002405,C02405,2023-08-21,P_BASIC_M,1,19
RN014155,S002405,C02405,2023-09-20,P_BASIC_M,1,19
RN014156,S002405,C02405,2023-10-20,P_BASIC_M,1,19
RN014157,S002405,C02405,2023-11-19,P_BASIC_M,1,19
RN014158,S002405,C02405,2023-12-19,P_BASIC_M,1,19
RN014159,S002405,C02405,2024-01-18,P_BASIC_M,1,19
RN014160,S002405,C02405,2024-02-17,P_BASIC_M,1,19
RN014161,S002405,C02405,2024-03-18,P_BASIC_M,1,19
RN014162,S002405,C02405,2024-04-17,P_BASIC_M,1,19
RN014163,S002405,C02405,2024-05-17,P_BASIC_M,0,19
RN014164,S002405,C02405,2024-06-16,P_BASIC_M,0,19
RN014165,S002405,C02405,2024-07-16,P_BASIC_M,0,19
RN014166,S002406,C02406,2024-07-14,P_BASIC_A,0,16
RN014167,S002407,C02407,2023-02-19,P_PRO_M,1,49
RN014168,S002407,C02407,2023-03-21,P_PRO_M,0,49
RN014169,S002407,C02407,2023-04-20,P_PRO_M,1,49
RN014170,S002407,C02407,2023-05-20,P_PRO_M,1,49
RN014171,S002407,C02407,2023-06-19,P_PRO_M,1,49
RN014172,S002407,C02407,2023-07-19,P_PRO_M,1,49
RN014173,S002407,C02407,2023-08-18,P_PRO_M,1,49
RN014174,S002407,C02407,2023-09-17,P_PRO_M,0,49
RN014175,S002407,C02407,2023-10-17,P_PRO_M,1,49
RN014176,S002407,C02407,2023-11-16,P_PRO_M,1,49
RN014177,S002407,C02407,2023-12-16,P_PRO_M,0,49
RN014178,S002407,C02407,2024-01-15,P_PRO_M,0,49
RN014179,S002410,C02410,2024-04-03,P_BASIC_M,1,19
RN014180,S002410,C02410,2024-05-03,P_BASIC_M,0,19
RN014181,S002410,C02410,2024-06-02,P_BASIC_M,1,19
RN014182,S002410,C02410,2024-07-02,P_BASIC_M,1,19
RN014183,S002410,C02410,2024-08-01,P_BASIC_M,0,19
RN014184,S002410,C02410,2024-08-31,P_BASIC_M,1,19
RN014185,S002410,C02410,2024-09-30,P_BASIC_M,1,19
RN014186,S002410,C02410,2024-10-30,P_BASIC_M,1,19
RN014187,S002410,C02410,2024-11-29,P_BASIC_M,1,19
RN014188,S002410,C02410,2024-12-29,P_BASIC_M,1,19
RN014189,S002411,C02411,2023-07-05,P_BASIC_M,0,19
RN014190,S002411,C02411,2023-08-04,P_BASIC_M,1,19
RN014191,S002411,C02411,2023-09-03,P_BASIC_M,1,19
RN014192,S002411,C02411,2023-10-03,P_BASIC_M,1,19
RN014193,S002411,C02411,2023-11-02,P_BASIC_M,1,19
RN014194,S002411,C02411,2023-12-02,P_BASIC_M,1,19
RN014195,S002411,C02411,2024-01-01,P_BASIC_M,1,19
RN014196,S002411,C02411,2024-01-31,P_BASIC_M,1,19
RN014197,S002411,C02411,2024-03-01,P_BASIC_M,1,19
RN014198,S002411,C02411,2024-03-31,P_BASIC_M,1,19
RN014199,S002411,C02411,2024-04-30,P_BASIC_M,1,19
RN014200,S002411,C02411,2024-05-30,P_BASIC_M,1,19
RN014201,S002411,C02411,2024-06-29,P_BASIC_M,1,19
RN014202,S002411,C02411,2024-07-29,P_BASIC_M,0,19
RN014203,S002411,C02411,2024-08-28,P_BASIC_M,1,19
RN014204,S002411,C02411,2024-09-27,P_BASIC_M,1,19
RN014205,S002411,C02411,2024-10-27,P_BASIC_M,0,19
RN014206,S002411,C02411,2024-11-26,P_BASIC_M,1,19
RN014207,S002411,C02411,2024-12-26,P_BASIC_M,1,19
RN014208,S002412,C02412,2024-03-28,P_BASIC_M,1,19
RN014209,S002412,C02412,2024-04-27,P_BASIC_M,1,19
RN014210,S002412,C02412,2024-05-27,P_BASIC_M,1,19
RN014211,S002412,C02412,2024-06-26,P_BASIC_M,1,19
RN014212,S002412,C02412,2024-07-26,P_BASIC_M,1,19
RN014213,S002412,C02412,2024-08-25,P_BASIC_M,0,19
RN014214,S002412,C02412,2024-09-24,P_BASIC_M,1,19
RN014215,S002412,C02412,2024-10-24,P_BASIC_M,1,19
RN014216,S002412,C02412,2024-11-23,P_BASIC_M,1,19
RN014217,S002412,C02412,2024-12-23,P_BASIC_M,1,19
RN014218,S002413,C02413,2023-08-27,P_BASIC_M,1,19
RN014219,S002413,C02413,2023-09-26,P_BASIC_M,1,19
RN014220,S002413,C02413,2023-10-26,P_BASIC_M,1,19
RN014221,S002413,C02413,2023-11-25,P_BASIC_M,1,19
RN014222,S002413,C02413,2023-12-25,P_BASIC_M,1,19
RN014223,S002413,C02413,2024-01-24,P_BASIC_M,1,19
RN014224,S002413,C02413,2024-02-23,P_BASIC_M,1,19
RN014225,S002413,C02413,2024-03-24,P_BASIC_M,1,19
RN014226,S002413,C02413,2024-04-23,P_BASIC_M,1,19
RN014227,S002413,C02413,2024-05-23,P_BASIC_M,1,19
RN014228,S002413,C02413,2024-06-22,P_BASIC_M,1,19
RN014229,S002413,C02413,2024-07-22,P_BASIC_M,1,19
RN014230,S002413,C02413,2024-08-21,P_BASIC_M,1,19
RN014231,S002413,C02413,2024-09-20,P_BASIC_M,1,19
RN014232,S002413,C02413,2024-10-20,P_BASIC_M,1,19
RN014233,S002413,C02413,2024-11-19,P_BASIC_M,1,19
RN014234,S002413,C02413,2024-12-19,P_BASIC_M,1,19
RN014235,S002414,C02414,2024-03-26,P_PRO_M,1,49
RN014236,S002414,C02414,2024-04-25,P_PRO_M,1,49
RN014237,S002414,C02414,2024-05-25,P_PRO_M,1,49
RN014238,S002414,C02414,2024-06-24,P_PRO_M,1,49
RN014239,S002414,C02414,2024-07-24,P_PRO_M,1,49
RN014240,S002414,C02414,2024-08-23,P_PRO_M,1,49
RN014241,S002414,C02414,2024-09-22,P_PRO_M,1,49
RN014242,S002414,C02414,2024-10-22,P_PRO_M,1,49
RN014243,S002414,C02414,2024-11-21,P_PRO_M,1,49
RN014244,S002414,C02414,2024-12-21,P_PRO_M,1,49
RN014245,S002415,C02415,2024-06-27,P_BASIC_M,1,19
RN014246,S002415,C02415,2024-07-27,P_BASIC_M,1,19
RN014247,S002415,C02415,2024-08-26,P_BASIC_M,1,19
RN014248,S002415,C02415,2024-09-25,P_BASIC_M,0,19
RN014249,S002415,C02415,2024-10-25,P_BASIC_M,1,19
RN014250,S002415,C02415,2024-11-24,P_BASIC_M,1,19
RN014251,S002415,C02415,2024-12-24,P_BASIC_M,1,19
RN014252,S002416,C02416,2024-10-18,P_PRO_M,1,49
RN014253,S002416,C02416,2024-11-17,P_PRO_M,1,49
RN014254,S002416,C02416,2024-12-17,P_PRO_M,0,49
RN014255,S002418,C02418,2023-04-04,P_BASIC_M,1,19
RN014256,S002418,C02418,2023-05-04,P_BASIC_M,1,19
RN014257,S002418,C02418,2023-06-03,P_BASIC_M,1,19
RN014258,S002418,C02418,2023-07-03,P_BASIC_M,1,19
RN014259,S002418,C02418,2023-08-02,P_BASIC_M,1,19
RN014260,S002418,C02418,2023-09-01,P_BASIC_M,1,19
RN014261,S002418,C02418,2023-10-01,P_BASIC_M,1,19
RN014262,S002418,C02418,2023-10-31,P_BASIC_M,1,19
RN014263,S002418,C02418,2023-11-30,P_BASIC_M,1,19
RN014264,S002418,C02418,2023-12-30,P_BASIC_M,1,19
RN014265,S002418,C02418,2024-01-29,P_BASIC_M,1,19
RN014266,S002418,C02418,2024-02-28,P_BASIC_M,1,19
RN014267,S002418,C02418,2024-03-29,P_BASIC_M,1,19
RN014268,S002418,C02418,2024-04-28,P_BASIC_M,1,19
RN014269,S002418,C02418,2024-05-28,P_BASIC_M,1,19
RN014270,S002418,C02418,2024-06-27,P_BASIC_M,1,19
RN014271,S002418,C02418,2024-07-27,P_BASIC_M,0,19
RN014272,S002418,C02418,2024-08-26,P_BASIC_M,1,19
RN014273,S002418,C02418,2024-09-25,P_BASIC_M,0,19
RN014274,S002418,C02418,2024-10-25,P_BASIC_M,0,19
RN014275,S002419,C02419,2023-06-21,P_BASIC_M,1,19
RN014276,S002419,C02419,2023-07-21,P_BASIC_M,1,19
RN014277,S002419,C02419,2023-08-20,P_BASIC_M,1,19
RN014278,S002419,C02419,2023-09-19,P_BASIC_M,1,19
RN014279,S002419,C02419,2023-10-19,P_BASIC_M,1,19
RN014280,S002419,C02419,2023-11-18,P_BASIC_M,1,19
RN014281,S002419,C02419,2023-12-18,P_BASIC_M,1,19
RN014282,S002419,C02419,2024-01-17,P_BASIC_M,1,19
RN014283,S002419,C02419,2024-02-16,P_BASIC_M,0,19
RN014284,S002419,C02419,2024-03-17,P_BASIC_M,0,19
RN014285,S002419,C02419,2024-04-16,P_BASIC_M,0,19
RN014286,S002423,C02423,2024-11-28,P_BUS_A,1,82
RN014287,S002424,C02424,2024-12-09,P_PRO_M,0,49
RN014288,S002427,C02427,2024-02-20,P_PRO_M,1,49
RN014289,S002427,C02427,2024-03-21,P_PRO_M,1,49
RN014290,S002427,C02427,2024-04-20,P_PRO_M,1,49
RN014291,S002427,C02427,2024-05-20,P_PRO_M,1,49
RN014292,S002427,C02427,2024-06-19,P_PRO_M,1,49
RN014293,S002427,C02427,2024-07-19,P_PRO_M,1,49
RN014294,S002427,C02427,2024-08-18,P_PRO_M,1,49
RN014295,S002427,C02427,2024-09-17,P_PRO_M,1,49
RN014296,S002427,C02427,2024-10-17,P_PRO_M,0,49
RN014297,S002427,C02427,2024-11-16,P_PRO_M,1,49
RN014298,S002427,C02427,2024-12-16,P_PRO_M,1,49
RN014299,S002428,C02428,2023-12-18,P_BUS_M,1,99
RN014300,S002428,C02428,2024-01-17,P_BUS_M,1,99
RN014301,S002428,C02428,2024-02-16,P_BUS_M,1,99
RN014302,S002428,C02428,2024-03-17,P_BUS_M,1,99
RN014303,S002428,C02428,2024-04-16,P_BUS_M,1,99
RN014304,S002428,C02428,2024-05-16,P_BUS_M,1,99
RN014305,S002428,C02428,2024-06-15,P_BUS_M,1,99
RN014306,S002428,C02428,2024-07-15,P_BUS_M,1,99
RN014307,S002428,C02428,2024-08-14,P_BUS_M,1,99
RN014308,S002428,C02428,2024-09-13,P_BUS_M,1,99
RN014309,S002428,C02428,2024-10-13,P_BUS_M,1,99
RN014310,S002428,C02428,2024-11-12,P_BUS_M,1,99
RN014311,S002428,C02428,2024-12-12,P_BUS_M,1,99
RN014312,S002429,C02429,2024-06-26,P_PRO_A,1,41
RN014313,S002432,C02432,2024-12-16,P_BASIC_A,1,16
RN014314,S002434,C02434,2024-01-28,P_BUS_M,1,99
RN014315,S002434,C02434,2024-02-27,P_BUS_M,1,99
RN014316,S002434,C02434,2024-03-28,P_BUS_M,1,99
RN014317,S002434,C02434,2024-04-27,P_BUS_M,1,99
RN014318,S002434,C02434,2024-05-27,P_BUS_M,1,99
RN014319,S002434,C02434,2024-06-26,P_BUS_M,1,99
RN014320,S002434,C02434,2024-07-26,P_BUS_M,1,99
RN014321,S002434,C02434,2024-08-25,P_BUS_M,1,99
RN014322,S002434,C02434,2024-09-24,P_BUS_M,1,99
RN014323,S002434,C02434,2024-10-24,P_BUS_M,1,99
RN014324,S002434,C02434,2024-11-23,P_BUS_M,0,99
RN014325,S002434,C02434,2024-12-23,P_BUS_M,0,99
RN014326,S002435,C02435,2024-12-23,P_PRO_M,1,49
RN014327,S002438,C02438,2023-10-28,P_BUS_M,1,99
RN014328,S002438,C02438,2023-11-27,P_BUS_M,1,99
RN014329,S002438,C02438,2023-12-27,P_BUS_M,1,99
RN014330,S002438,C02438,2024-01-26,P_BUS_M,1,99
RN014331,S002438,C02438,2024-02-25,P_BUS_M,1,99
RN014332,S002438,C02438,2024-03-26,P_BUS_M,1,99
RN014333,S002438,C02438,2024-04-25,P_BUS_M,1,99
RN014334,S002438,C02438,2024-05-25,P_BUS_M,1,99
RN014335,S002438,C02438,2024-06-24,P_BUS_M,1,99
RN014336,S002438,C02438,2024-07-24,P_BUS_M,0,99
RN014337,S002438,C02438,2024-08-23,P_BUS_M,1,99
RN014338,S002438,C02438,2024-09-22,P_BUS_M,0,99
RN014339,S002438,C02438,2024-10-22,P_BUS_M,1,99
RN014340,S002438,C02438,2024-11-21,P_BUS_M,1,99
RN014341,S002438,C02438,2024-12-21,P_BUS_M,1,99
RN014342,S002439,C02439,2024-10-16,P_BASIC_M,1,19
RN014343,S002439,C02439,2024-11-15,P_BASIC_M,1,19
RN014344,S002439,C02439,2024-12-15,P_BASIC_M,0,19
RN014345,S002440,C02440,2024-06-09,P_BASIC_M,1,19
RN014346,S002440,C02440,2024-07-09,P_BASIC_M,1,19
RN014347,S002440,C02440,2024-08-08,P_BASIC_M,1,19
RN014348,S002440,C02440,2024-09-07,P_BASIC_M,1,19
RN014349,S002440,C02440,2024-10-07,P_BASIC_M,1,19
RN014350,S002440,C02440,2024-11-06,P_BASIC_M,1,19
RN014351,S002440,C02440,2024-12-06,P_BASIC_M,1,19
RN014352,S002441,C02441,2023-08-15,P_BASIC_M,1,19
RN014353,S002441,C02441,2023-09-14,P_BASIC_M,1,19
RN014354,S002441,C02441,2023-10-14,P_BASIC_M,1,19
RN014355,S002441,C02441,2023-11-13,P_BASIC_M,1,19
RN014356,S002441,C02441,2023-12-13,P_BASIC_M,1,19
RN014357,S002441,C02441,2024-01-12,P_BASIC_M,1,19
RN014358,S002441,C02441,2024-02-11,P_BASIC_M,1,19
RN014359,S002441,C02441,2024-03-12,P_BASIC_M,1,19
RN014360,S002441,C02441,2024-04-11,P_BASIC_M,1,19
RN014361,S002441,C02441,2024-05-11,P_BASIC_M,0,19
RN014362,S002441,C02441,2024-06-10,P_BASIC_M,1,19
RN014363,S002441,C02441,2024-07-10,P_BASIC_M,1,19
RN014364,S002441,C02441,2024-08-09,P_BASIC_M,1,19
RN014365,S002441,C02441,2024-09-08,P_BASIC_M,1,19
RN014366,S002441,C02441,2024-10-08,P_BASIC_M,1,19
RN014367,S002441,C02441,2024-11-07,P_BASIC_M,1,19
RN014368,S002441,C02441,2024-12-07,P_BASIC_M,0,19
RN014369,S002442,C02442,2024-09-09,P_PRO_A,1,41
RN014370,S002443,C02443,2023-11-12,P_BASIC_M,1,19
